ID,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,FLAG_WORK_PHONE,FLAG_PHONE,FLAG_EMAIL,OCCUPATION_TYPE,CNT_FAM_MEMBERS,AGE_YEARS,IS_PENSIONER,EMPLOYMENT_YEARS,INCOME_PER_FAMILY_MEMBER,INCOME_BAND,TARGET
5000179,M,Y,Y,2,125369.64,Commercial associate,Secondary / secondary special,Married,House / apartment,0,1,0,High skill tech staff,4,41.2,0,6.8,31342.41,Medium,0
5000180,M,N,Y,2,116433.02,Pensioner,Secondary / secondary special,Married,House / apartment,1,0,0,Sales staff,4,36.0,1,0.0,29108.26,Medium,0
5000181,M,N,Y,2,60638.62,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,0,0,0,Private service staff,3,44.0,0,4.5,20212.87,Low,0
5000182,F,N,Y,0,141330.39,Pensioner,Higher education,Married,House / apartment,0,0,0,Private service staff,2,41.2,1,0.0,70665.2,Medium,1
5000183,F,N,Y,0,98237.01,Student,Secondary / secondary special,Married,House / apartment,0,0,1,High skill tech staff,2,30.2,0,2.4,49118.5,Low,1
5000184,M,N,Y,0,42606.77,Student,Higher education,Married,House / apartment,0,0,0,Laborers,2,69.2,0,7.7,21303.38,Low,0
5000185,F,Y,N,2,35278.76,Commercial associate,Secondary / secondary special,Separated,House / apartment,1,0,0,Managers,4,45.6,0,0.6,8819.69,Low,0
5000186,F,Y,Y,2,85221.29,Working,Secondary / secondary special,Separated,House / apartment,0,1,0,Medicine staff,4,52.1,0,0.7,21305.32,Low,1
5000187,F,Y,N,0,92781.99,Pensioner,Secondary / secondary special,Single / not married,House / apartment,0,0,0,Sales staff,1,33.1,1,0.0,92781.99,Low,0
5000188,F,N,Y,0,38316.22,Commercial associate,Higher education,Married,House / apartment,0,0,0,High skill tech staff,2,37.3,0,0.1,19158.11,Low,0
5000189,M,Y,N,2,56228.34,Pensioner,Secondary / secondary special,Separated,House / apartment,1,0,1,High skill tech staff,4,38.8,1,0.0,14057.08,Low,1
5000190,M,Y,Y,0,112035.51,Working,Secondary / secondary special,Separated,House / apartment,0,1,1,Cleaning staff,2,55.0,0,2.5,56017.76,Medium,0
5000191,F,N,Y,4,160402.55,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,0,Sales staff,6,34.4,0,10.8,26733.76,Medium,0
5000192,F,N,N,0,76282.96,Working,Secondary / secondary special,Married,House / apartment,0,0,0,Laborers,2,35.7,0,2.3,38141.48,Low,1
5000193,F,N,N,3,75216.75,Working,Secondary / secondary special,Married,House / apartment,0,0,0,Cooking staff,5,26.7,0,6.2,15043.35,Low,0
5000194,M,Y,N,0,58364.32,Working,Higher education,Married,House / apartment,0,0,0,High skill tech staff,2,53.9,0,7.4,29182.16,Low,0
5000195,M,N,N,0,153831.69,Commercial associate,Secondary / secondary special,Married,House / apartment,1,1,0,Managers,2,24.3,0,0.6,76915.84,Medium,0
5000196,F,N,Y,0,96562.02,Working,Higher education,Married,House / apartment,1,0,0,Private service staff,2,20.0,0,10.3,48281.01,Low,0
5000197,F,Y,Y,2,48024.08,Working,Secondary / secondary special,Married,Office apartment,1,0,0,Cleaning staff,4,46.3,0,22.5,12006.02,Low,0
5000198,F,N,Y,0,108126.56,Pensioner,Secondary / secondary special,Married,House / apartment,0,1,0,Drivers,2,32.9,1,0.0,54063.28,Medium,0
5000199,F,N,Y,1,51510.11,State servant,Secondary / secondary special,Married,House / apartment,0,0,0,Drivers,3,48.3,0,1.8,17170.04,Low,1
5000200,F,Y,N,0,45438.14,Pensioner,Secondary / secondary special,Married,House / apartment,0,0,0,Cleaning staff,2,43.0,1,0.0,22719.07,Low,1
5000201,M,Y,Y,3,58477.46,Working,Lower secondary,Married,House / apartment,1,0,0,Cooking staff,5,29.4,0,0.2,11695.49,Low,0
5000202,M,N,N,0,47559.59,Working,Secondary / secondary special,Married,House / apartment,0,0,1,Laborers,2,35.2,0,4.8,23779.8,Low,1
5000203,F,Y,Y,0,46519.65,Commercial associate,Secondary / secondary special,Married,Rented apartment,0,1,0,Cooking staff,2,32.8,0,2.0,23259.82,Low,0
5000204,F,N,Y,0,36331.24,Commercial associate,Incomplete higher,Single / not married,Rented apartment,0,1,0,Accountants,1,33.8,0,7.3,36331.24,Low,1
5000205,M,Y,Y,1,51568.5,Working,Secondary / secondary special,Married,House / apartment,1,0,0,Sales staff,3,24.7,0,5.6,17189.5,Low,0
5000206,M,N,Y,0,56021.3,Working,Secondary / secondary special,Married,House / apartment,1,1,1,Security staff,2,38.4,0,5.9,28010.65,Low,0
5000207,F,N,N,0,37209.76,Commercial associate,Secondary / secondary special,Married,Office apartment,0,1,0,High skill tech staff,2,49.8,0,7.5,18604.88,Low,1
5000208,M,N,N,2,95805.44,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,0,0,0,High skill tech staff,4,67.3,0,7.4,23951.36,Low,1
5000209,M,Y,Y,0,30236.55,Working,Secondary / secondary special,Married,Rented apartment,1,0,0,Laborers,2,37.9,0,1.4,15118.28,Low,1
5000210,F,Y,N,0,60441.05,Commercial associate,Secondary / secondary special,Single / not married,Municipal apartment,1,0,0,Core staff,1,42.4,0,0.5,60441.05,Low,1
5000211,F,Y,N,0,101783.64,Commercial associate,Secondary / secondary special,Married,House / apartment,0,0,0,Medicine staff,2,37.0,0,1.6,50891.82,Medium,1
5000212,F,Y,N,0,128808.13,Working,Lower secondary,Married,House / apartment,0,0,0,Managers,2,35.0,0,12.8,64404.06,Medium,0
5000213,M,Y,Y,0,54864.64,Working,Secondary / secondary special,Married,House / apartment,0,0,0,Cleaning staff,2,34.4,0,0.2,27432.32,Low,1
5000214,F,N,Y,2,121378.91,Working,Secondary / secondary special,Married,With parents,0,1,0,Medicine staff,4,42.8,0,13.3,30344.73,Medium,0
5000215,M,Y,Y,0,60856.12,Working,Higher education,Single / not married,With parents,0,0,0,Drivers,1,55.1,0,1.6,60856.12,Low,1
5000216,M,N,Y,1,225830.72,Pensioner,Secondary / secondary special,Married,Municipal apartment,0,0,0,Security staff,3,43.7,1,0.0,75276.91,High,0
5000217,F,N,Y,0,35245.6,Working,Secondary / secondary special,Separated,House / apartment,1,0,0,Cooking staff,2,40.1,0,1.0,17622.8,Low,0
5000218,F,N,Y,0,44201.3,Pensioner,Secondary / secondary special,Separated,House / apartment,1,0,0,Laborers,2,46.8,1,0.0,22100.65,Low,1
5000219,F,N,N,3,79262.37,Working,Secondary / secondary special,Married,House / apartment,1,0,0,Private service staff,5,38.4,0,14.6,15852.47,Low,0
5000220,F,Y,Y,0,38922.26,Working,Secondary / secondary special,Married,House / apartment,0,1,0,High skill tech staff,2,40.9,0,10.9,19461.13,Low,1
5000221,F,N,N,0,51327.27,Pensioner,Secondary / secondary special,Single / not married,With parents,1,0,1,Cooking staff,1,53.2,1,0.0,51327.27,Low,0
5000222,M,N,N,0,91715.91,Commercial associate,Secondary / secondary special,Married,House / apartment,1,1,1,Drivers,2,55.0,0,21.1,45857.96,Low,1
5000223,M,N,N,2,80464.71,Working,Lower secondary,Married,House / apartment,0,1,0,Sales staff,4,35.6,0,2.1,20116.18,Low,1
5000224,M,N,Y,0,71859.45,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,0,1,0,Private service staff,2,50.9,1,0.0,35929.72,Low,1
5000225,M,N,Y,4,72233.88,Commercial associate,Incomplete higher,Married,House / apartment,0,1,0,Cooking staff,6,37.9,0,0.9,12038.98,Low,1
5000226,F,Y,Y,0,27000.0,Working,Secondary / secondary special,Married,House / apartment,0,1,0,Cooking staff,2,25.8,0,14.2,13500.0,Low,0
5000227,M,Y,Y,0,78770.88,Commercial associate,Higher education,Single / not married,House / apartment,0,0,0,Accountants,1,52.7,0,1.3,78770.88,Low,1
5000228,F,N,N,0,53209.85,Working,Secondary / secondary special,Married,House / apartment,1,0,0,Sales staff,2,38.0,0,1.4,26604.92,Low,1
5000229,F,N,Y,0,60788.01,Commercial associate,Secondary / secondary special,Separated,House / apartment,0,0,0,Security staff,2,49.5,0,2.5,30394.0,Low,0
5000230,F,N,Y,0,33021.46,Working,Secondary / secondary special,Single / not married,House / apartment,0,0,1,Sales staff,1,23.8,0,4.5,33021.46,Low,1
5000231,F,Y,Y,1,102395.04,Working,Secondary / secondary special,Single / not married,Municipal apartment,0,0,0,Security staff,2,41.3,0,11.8,51197.52,Medium,0
5000232,F,N,Y,1,96365.91,Working,Secondary / secondary special,Widow,House / apartment,0,1,0,Laborers,3,33.4,0,1.3,32121.97,Low,0
5000233,F,N,N,0,40846.75,Working,Secondary / secondary special,Married,House / apartment,0,0,1,Laborers,2,57.5,0,8.2,20423.38,Low,1
5000234,M,Y,N,2,79993.63,Working,Secondary / secondary special,Married,Rented apartment,0,1,0,High skill tech staff,4,38.8,0,6.9,19998.41,Low,1
5000235,F,Y,Y,2,166577.71,Pensioner,Secondary / secondary special,Single / not married,House / apartment,1,1,0,Security staff,3,51.2,1,0.0,55525.9,Medium,0
5000236,M,Y,Y,0,78437.24,Pensioner,Secondary / secondary special,Married,With parents,1,1,0,Drivers,2,45.9,1,0.0,39218.62,Low,1
5000237,M,N,N,0,27000.0,Pensioner,Higher education,Married,Rented apartment,0,0,0,Private service staff,2,36.1,1,0.0,13500.0,Low,0
5000238,F,N,N,0,54982.06,Pensioner,Higher education,Single / not married,House / apartment,0,1,0,Medicine staff,1,52.5,1,0.0,54982.06,Low,0
5000239,M,Y,N,0,77923.69,Working,Higher education,Married,House / apartment,0,0,0,Security staff,2,40.9,0,0.5,38961.84,Low,0
5000240,F,Y,Y,1,210672.2,Commercial associate,Secondary / secondary special,Married,House / apartment,0,0,0,Core staff,3,47.5,0,4.0,70224.07,High,1
5000241,F,N,Y,0,39951.6,Pensioner,Secondary / secondary special,Married,House / apartment,1,1,1,High skill tech staff,2,45.0,1,0.0,19975.8,Low,1
5000242,F,N,Y,1,67934.69,Working,Incomplete higher,Single / not married,House / apartment,0,1,0,Core staff,2,46.5,0,2.6,33967.34,Low,1
5000243,M,N,N,1,42885.86,Pensioner,Secondary / secondary special,Married,Municipal apartment,1,0,0,Accountants,3,46.9,1,0.0,14295.29,Low,0
5000244,M,N,N,0,113506.59,Working,Secondary / secondary special,Married,House / apartment,0,0,1,Drivers,2,49.6,0,14.1,56753.3,Medium,1
5000245,F,Y,Y,0,60891.16,Working,Higher education,Married,House / apartment,0,1,0,Cleaning staff,2,47.5,0,0.9,30445.58,Low,0
5000246,M,N,Y,1,27000.0,Pensioner,Incomplete higher,Married,House / apartment,0,0,0,Accountants,3,43.1,1,0.0,9000.0,Low,0
5000247,F,Y,N,0,60076.3,Working,Incomplete higher,Married,House / apartment,0,1,0,Security staff,2,47.9,0,0.1,30038.15,Low,1
5000248,F,N,N,2,69144.37,Working,Secondary / secondary special,Civil marriage,With parents,0,1,0,Drivers,4,43.8,0,5.7,17286.09,Low,0
5000249,F,Y,N,0,88785.84,Working,Secondary / secondary special,Married,With parents,0,1,0,Sales staff,2,46.3,0,12.6,44392.92,Low,1
5000250,M,N,N,1,80084.68,Commercial associate,Secondary / secondary special,Separated,Municipal apartment,0,0,0,Medicine staff,3,20.0,0,5.2,26694.89,Low,0
5000251,M,Y,Y,4,101581.25,Commercial associate,Higher education,Married,Rented apartment,0,0,0,Sales staff,6,26.6,0,3.9,16930.21,Medium,0
5000252,F,N,Y,0,68750.83,Working,Higher education,Married,Municipal apartment,0,1,0,Medicine staff,2,50.7,0,1.3,34375.42,Low,1
5000253,M,Y,N,0,76291.49,Commercial associate,Higher education,Civil marriage,House / apartment,1,0,0,Cleaning staff,2,43.1,0,1.9,38145.75,Low,1
5000254,M,N,N,0,73578.22,Working,Secondary / secondary special,Widow,House / apartment,0,0,0,Laborers,2,23.7,0,19.9,36789.11,Low,0
5000255,F,N,Y,0,59422.63,Working,Secondary / secondary special,Separated,House / apartment,1,0,0,Cooking staff,2,41.8,0,1.5,29711.32,Low,1
5000256,F,Y,Y,2,97157.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,Sales staff,4,44.0,0,1.1,24289.25,Low,0
5000257,F,N,N,0,111675.39,Pensioner,Higher education,Widow,With parents,1,0,0,Security staff,2,55.2,1,0.0,55837.7,Medium,1
5000258,F,N,Y,0,71549.27,Commercial associate,Secondary / secondary special,Married,House / apartment,0,1,0,Accountants,2,42.7,0,2.3,35774.64,Low,0
5000259,M,N,Y,1,57191.62,Working,Secondary / secondary special,Married,Rented apartment,0,1,1,Private service staff,3,56.3,0,4.2,19063.87,Low,1
5000260,F,N,N,0,42563.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,1,0,0,Cleaning staff,1,48.1,0,4.1,42563.0,Low,1
5000261,F,N,N,1,87331.97,Pensioner,Secondary / secondary special,Married,House / apartment,0,0,1,High skill tech staff,3,38.2,1,0.0,29110.66,Low,1
5000262,M,N,N,0,44277.88,Working,Secondary / secondary special,Married,House / apartment,1,0,0,Security staff,2,31.9,0,12.5,22138.94,Low,0
5000263,F,N,Y,0,79199.22,Pensioner,Higher education,Civil marriage,Rented apartment,0,0,0,High skill tech staff,2,41.4,1,0.0,39599.61,Low,1
5000264,F,Y,Y,0,78085.77,Working,Secondary / secondary special,Civil marriage,Office apartment,0,0,1,Cleaning staff,2,47.6,0,2.1,39042.88,Low,1
5000265,F,Y,Y,0,124682.46,Commercial associate,Higher education,Civil marriage,House / apartment,0,1,1,Private service staff,2,54.8,0,2.2,62341.23,Medium,0
5000266,F,N,N,2,146326.8,Working,Secondary / secondary special,Married,House / apartment,0,1,0,High skill tech staff,4,44.1,0,7.3,36581.7,Medium,0
5000267,F,Y,N,0,27000.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,Drivers,2,41.9,0,10.8,13500.0,Low,1
5000268,M,N,Y,0,66121.44,Pensioner,Secondary / secondary special,Civil marriage,With parents,0,1,0,Accountants,2,21.6,1,0.0,33060.72,Low,0
5000269,M,Y,Y,0,27000.0,Working,Secondary / secondary special,Separated,House / apartment,0,0,0,Laborers,2,51.6,0,1.5,13500.0,Low,0
5000270,F,N,Y,0,130716.15,Commercial associate,Secondary / secondary special,Separated,House / apartment,0,0,0,Cleaning staff,2,53.6,0,4.1,65358.08,Medium,1
5000271,F,N,Y,1,72287.46,Commercial associate,Incomplete higher,Single / not married,With parents,1,0,1,Drivers,2,38.4,0,4.7,36143.73,Low,1
5000272,F,N,Y,0,130070.61,Commercial associate,Secondary / secondary special,Married,House / apartment,0,1,1,Security staff,2,50.0,0,4.5,65035.3,Medium,0
5000273,F,N,N,0,83206.46,Commercial associate,Higher education,Married,House / apartment,0,0,0,Drivers,2,38.6,0,9.8,41603.23,Low,1
5000274,F,N,N,0,37229.27,Pensioner,Higher education,Married,House / apartment,0,1,0,Security staff,2,40.2,1,0.0,18614.63,Low,0
5000275,F,Y,N,0,45079.03,State servant,Secondary / secondary special,Married,House / apartment,0,0,0,Core staff,2,42.7,0,0.1,22539.52,Low,0
5000276,F,Y,N,0,68381.49,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,0,1,0,High skill tech staff,1,32.5,0,16.0,68381.49,Low,1
5000277,F,Y,Y,1,97223.73,Working,Secondary / secondary special,Married,House / apartment,0,0,0,Core staff,3,62.3,0,1.3,32407.91,Low,1
5000278,F,N,N,2,75236.32,Commercial associate,Higher education,Married,Municipal apartment,0,0,0,Managers,4,31.7,0,0.6,18809.08,Low,1
5000279,F,Y,Y,0,79917.7,Commercial associate,Secondary / secondary special,Married,House / apartment,0,1,0,Drivers,2,30.6,0,2.7,39958.85,Low,1
5000280,F,Y,Y,0,61161.83,Commercial associate,Secondary / secondary special,Married,House / apartment,0,1,0,Managers,2,50.5,0,6.7,30580.92,Low,0
5000281,M,N,Y,2,128667.29,Working,Secondary / secondary special,Married,With parents,1,1,0,Cleaning staff,4,44.3,0,10.8,32166.82,Medium,1
5000282,M,N,Y,0,78671.33,Commercial associate,Secondary / secondary special,Married,House / apartment,0,0,0,Cleaning staff,2,39.8,0,7.1,39335.66,Low,0
5000283,M,Y,Y,0,74922.64,Pensioner,Lower secondary,Civil marriage,Co-op apartment,0,0,0,Security staff,2,37.1,1,0.0,37461.32,Low,1
5000284,F,Y,Y,0,84771.57,Working,Secondary / secondary special,Married,Office apartment,1,1,0,Managers,2,40.1,0,6.8,42385.78,Low,0
5000285,M,N,Y,1,59426.69,Working,Higher education,Widow,Rented apartment,0,0,0,Managers,3,32.8,0,6.5,19808.9,Low,0
5000286,F,N,N,0,61383.79,State servant,Lower secondary,Separated,Co-op apartment,0,0,0,Sales staff,2,63.8,0,11.4,30691.9,Low,1
5000287,F,Y,Y,0,93028.17,Pensioner,Higher education,Single / not married,House / apartment,0,0,0,Private service staff,1,31.1,1,0.0,93028.17,Low,0
5000288,M,N,Y,1,107813.2,Working,Higher education,Civil marriage,House / apartment,1,1,0,Sales staff,3,29.7,0,0.4,35937.73,Medium,0
5000289,F,N,N,0,113595.59,Working,Secondary / secondary special,Married,House / apartment,1,1,0,Managers,2,45.6,0,5.8,56797.8,Medium,1
5000290,M,N,N,1,66328.8,State servant,Secondary / secondary special,Single / not married,House / apartment,1,0,0,Private service staff,2,63.9,0,7.6,33164.4,Low,1
5000291,M,N,Y,1,77779.99,Pensioner,Higher education,Married,House / apartment,0,1,1,Drivers,3,59.7,1,0.0,25926.66,Low,0
5000292,F,N,Y,0,54000.74,Commercial associate,Incomplete higher,Separated,House / apartment,0,1,0,Sales staff,2,52.3,0,6.7,27000.37,Low,0
5000293,M,N,N,0,108369.75,Pensioner,Secondary / secondary special,Married,House / apartment,0,0,0,Cooking staff,2,41.5,1,0.0,54184.88,Medium,1
5000294,M,Y,Y,0,45596.53,Commercial associate,Higher education,Single / not married,House / apartment,0,0,0,Core staff,1,44.0,0,6.8,45596.53,Low,0
5000295,F,Y,Y,2,81721.23,Commercial associate,Secondary / secondary special,Single / not married,Co-op apartment,1,1,0,Laborers,3,20.0,0,5.1,27240.41,Low,0
5000296,F,N,Y,1,113492.31,State servant,Secondary / secondary special,Married,House / apartment,0,0,0,Managers,3,65.2,0,2.6,37830.77,Medium,1
5000297,M,N,N,2,77874.56,Working,Higher education,Married,House / apartment,0,0,1,Core staff,4,50.6,0,16.8,19468.64,Low,1
5000298,F,N,Y,3,84965.57,Commercial associate,Secondary / secondary special,Married,Municipal apartment,0,0,0,Core staff,5,65.0,0,0.8,16993.11,Low,0
5000299,M,Y,Y,2,63806.48,Pensioner,Higher education,Civil marriage,House / apartment,0,0,1,Sales staff,4,44.0,1,0.0,15951.62,Low,1
5000300,M,N,Y,1,28941.83,Working,Higher education,Widow,House / apartment,0,1,0,Medicine staff,3,48.2,0,1.3,9647.28,Low,0
5000301,F,Y,N,1,52218.81,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,0,0,0,Medicine staff,2,53.2,0,0.7,26109.4,Low,0
5000302,F,N,N,0,74770.44,Working,Secondary / secondary special,Married,With parents,0,1,0,Cooking staff,2,20.0,0,1.6,37385.22,Low,1
5000303,F,Y,N,3,51816.88,Working,Higher education,Married,House / apartment,0,1,0,Security staff,5,38.8,0,6.2,10363.38,Low,0
5000304,F,N,Y,0,93209.54,Working,Secondary / secondary special,Married,Municipal apartment,0,1,0,Drivers,2,45.9,0,1.8,46604.77,Low,1
5000305,F,N,N,0,35171.39,Working,Secondary / secondary special,Married,House / apartment,0,1,0,Cooking staff,2,64.7,0,3.1,17585.7,Low,1
5000306,F,Y,Y,0,27757.29,Commercial associate,Secondary / secondary special,Separated,House / apartment,0,1,0,Drivers,2,56.4,0,11.7,13878.64,Low,1
5000307,M,Y,Y,2,103519.99,Working,Higher education,Civil marriage,House / apartment,0,1,0,Drivers,4,51.5,0,7.5,25880.0,Medium,1
5000308,F,N,N,0,62578.65,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,0,1,1,Sales staff,1,44.3,0,29.1,62578.65,Low,1
5000309,M,N,N,0,86958.81,Pensioner,Secondary / secondary special,Married,House / apartment,1,0,1,Private service staff,2,40.6,1,0.0,43479.4,Low,1
5000310,M,Y,N,0,56358.2,Commercial associate,Higher education,Married,House / apartment,0,0,0,Medicine staff,2,28.5,0,1.5,28179.1,Low,0
5000311,M,Y,N,2,96990.7,Pensioner,Secondary / secondary special,Married,House / apartment,0,0,0,Security staff,4,51.6,1,0.0,24247.68,Low,0
5000312,M,Y,Y,0,144164.32,Working,Secondary / secondary special,Married,House / apartment,0,1,0,Private service staff,2,39.2,0,1.9,72082.16,Medium,1
5000313,F,N,Y,2,149370.02,Pensioner,Secondary / secondary special,Single / not married,House / apartment,1,1,0,Managers,3,39.2,1,0.0,49790.01,Medium,1
5000314,F,Y,Y,2,52892.63,Pensioner,Lower secondary,Separated,House / apartment,0,1,0,Private service staff,4,47.2,1,0.0,13223.16,Low,1
5000315,F,Y,Y,2,59221.48,Working,Secondary / secondary special,Married,House / apartment,0,0,0,Accountants,4,36.6,0,1.3,14805.37,Low,0
5000316,M,N,N,1,79623.97,Pensioner,Secondary / secondary special,Separated,With parents,0,1,0,Laborers,3,55.5,1,0.0,26541.32,Low,0
5000317,M,N,Y,1,186364.24,State servant,Higher education,Civil marriage,House / apartment,0,1,0,Cleaning staff,3,42.0,0,1.4,62121.41,Medium,1
5000318,M,Y,N,0,41092.74,Pensioner,Secondary / secondary special,Married,With parents,1,0,1,High skill tech staff,2,35.9,1,0.0,20546.37,Low,1
5000319,M,N,Y,0,41237.99,State servant,Higher education,Married,Municipal apartment,0,0,0,Accountants,2,42.8,0,1.0,20619.0,Low,1
