ID,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,DAYS_BIRTH,DAYS_EMPLOYED,FLAG_MOBIL,FLAG_WORK_PHONE,FLAG_PHONE,FLAG_EMAIL,OCCUPATION_TYPE,CNT_FAM_MEMBERS
5000209,M,Y,Y,0,30236.55,Working,Secondary / secondary special,Married,Rented apartment,-13854,-528,1,1,0,0,Laborers,2
5000210,F,Y,N,0,60441.05,Commercial associate,Secondary / secondary special,Single / not married,Municipal apartment,-15470,-192,1,1,0,0,Core staff,1
5000211,F,Y,N,0,101783.64,Commercial associate,Secondary / secondary special,Married,House / apartment,-13523,-579,1,0,0,0,Medicine staff,2
5000212,F,Y,N,0,128808.13,Working,Lower secondary,Married,House / apartment,-12798,-4676,1,0,0,0,Managers,2
5000213,M,Y,Y,0,54864.64,Working,Secondary / secondary special,Married,House / apartment,-12575,-60,1,0,0,0,Cleaning staff,2
5000214,F,N,Y,2,121378.91,Working,Secondary / secondary special,Married,With parents,-15615,-4841,1,0,1,0,Medicine staff,4
5000215,M,Y,Y,0,60856.12,Working,Higher education,Single / not married,With parents,-20136,-579,1,0,0,0,Drivers,1
5000216,M,N,Y,1,225830.72,Pensioner,Secondary / secondary special,Married,Municipal apartment,-15950,365243,1,0,0,0,Security staff,3
5000217,F,N,Y,0,35245.6,Working,Secondary / secondary special,Separated,House / apartment,-14643,-371,1,1,0,0,Cooking staff,2
5000218,F,N,Y,0,44201.3,Pensioner,Secondary / secondary special,Separated,House / apartment,-17108,365243,1,1,0,0,Laborers,2
5000219,F,N,N,3,79262.37,Working,Secondary / secondary special,Married,House / apartment,-14041,-5349,1,1,0,0,Private service staff,5
5000220,F,Y,Y,0,38922.26,Working,Secondary / secondary special,Married,House / apartment,-14938,-3982,1,0,1,0,High skill tech staff,2
5000221,F,N,N,0,51327.27,Pensioner,Secondary / secondary special,Single / not married,With parents,-19422,365243,1,1,0,1,Cooking staff,1
5000222,M,N,N,0,91715.91,Commercial associate,Secondary / secondary special,Married,House / apartment,-20081,-7691,1,1,1,1,Drivers,2
5000223,M,N,N,2,80464.71,Working,Lower secondary,Married,House / apartment,-12988,-766,1,0,1,0,Sales staff,4
5000224,M,N,Y,0,71859.45,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,-18601,365243,1,0,1,0,Private service staff,2
5000225,M,N,Y,4,72233.88,Commercial associate,Incomplete higher,Married,House / apartment,-13840,-338,1,0,1,0,Cooking staff,6
5000226,F,Y,Y,0,27000.0,Working,Secondary / secondary special,Married,House / apartment,-9408,-5181,1,0,1,0,Cooking staff,2
5000227,M,Y,Y,0,78770.88,Commercial associate,Higher education,Single / not married,House / apartment,-19248,-465,1,0,0,0,Accountants,1
5000228,F,N,N,0,53209.85,Working,Secondary / secondary special,Married,House / apartment,-13876,-495,1,1,0,0,Sales staff,2
5000229,F,N,Y,0,60788.01,Commercial associate,Secondary / secondary special,Separated,House / apartment,-18070,-926,1,0,0,0,Security staff,2
5000230,F,N,Y,0,33021.46,Working,Secondary / secondary special,Single / not married,House / apartment,-8695,-1639,1,0,0,1,Sales staff,1
5000231,F,Y,Y,1,102395.04,Working,Secondary / secondary special,Single / not married,Municipal apartment,-15083,-4315,1,0,0,0,Security staff,2
5000232,F,N,Y,1,96365.91,Working,Secondary / secondary special,Widow,House / apartment,-12217,-489,1,0,1,0,Laborers,3
5000233,F,N,N,0,40846.75,Working,Secondary / secondary special,Married,House / apartment,-21006,-3000,1,0,0,1,Laborers,2
5000234,M,Y,N,2,79993.63,Working,Secondary / secondary special,Married,Rented apartment,-14169,-2513,1,0,1,0,High skill tech staff,4
5000235,F,Y,Y,2,166577.71,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-18687,365243,1,1,1,0,Security staff,3
5000236,M,Y,Y,0,78437.24,Pensioner,Secondary / secondary special,Married,With parents,-16747,365243,1,1,1,0,Drivers,2
5000237,M,N,N,0,27000.0,Pensioner,Higher education,Married,Rented apartment,-13201,365243,1,0,0,0,Private service staff,2
5000238,F,N,N,0,54982.06,Pensioner,Higher education,Single / not married,House / apartment,-19158,365243,1,0,1,0,Medicine staff,1
5000239,M,Y,N,0,77923.69,Working,Higher education,Married,House / apartment,-14950,-168,1,0,0,0,Security staff,2
5000240,F,Y,Y,1,210672.2,Commercial associate,Secondary / secondary special,Married,House / apartment,-17342,-1453,1,0,0,0,Core staff,3
5000241,F,N,Y,0,39951.6,Pensioner,Secondary / secondary special,Married,House / apartment,-16428,365243,1,1,1,1,High skill tech staff,2
5000242,F,N,Y,1,67934.69,Working,Incomplete higher,Single / not married,House / apartment,-16979,-938,1,0,1,0,Core staff,2
5000243,M,N,N,1,42885.86,Pensioner,Secondary / secondary special,Married,Municipal apartment,-17112,365243,1,1,0,0,Accountants,3
5000244,M,N,N,0,113506.59,Working,Secondary / secondary special,Married,House / apartment,-18108,-5133,1,0,0,1,Drivers,2
5000245,F,Y,Y,0,60891.16,Working,Higher education,Married,House / apartment,-17351,-342,1,0,1,0,Cleaning staff,2
5000246,M,N,Y,1,27000.0,Pensioner,Incomplete higher,Married,House / apartment,-15756,365243,1,0,0,0,Accountants,3
5000247,F,Y,N,0,60076.3,Working,Incomplete higher,Married,House / apartment,-17486,-41,1,0,1,0,Security staff,2
5000248,F,N,N,2,69144.37,Working,Secondary / secondary special,Civil marriage,With parents,-15982,-2091,1,0,1,0,Drivers,4
5000249,F,Y,N,0,88785.84,Working,Secondary / secondary special,Married,With parents,-16912,-4619,1,0,1,0,Sales staff,2
5000250,M,N,N,1,80084.68,Commercial associate,Secondary / secondary special,Separated,Municipal apartment,-7305,-1891,1,0,0,0,Medicine staff,3
5000251,M,Y,Y,4,101581.25,Commercial associate,Higher education,Married,Rented apartment,-9707,-1425,1,0,0,0,Sales staff,6
5000252,F,N,Y,0,68750.83,Working,Higher education,Married,Municipal apartment,-18535,-477,1,0,1,0,Medicine staff,2
5000253,M,Y,N,0,76291.49,Commercial associate,Higher education,Civil marriage,House / apartment,-15746,-685,1,1,0,0,Cleaning staff,2
5000254,M,N,N,0,73578.22,Working,Secondary / secondary special,Widow,House / apartment,-8652,-7285,1,0,0,0,Laborers,2
5000255,F,N,Y,0,59422.63,Working,Secondary / secondary special,Separated,House / apartment,-15268,-551,1,1,0,0,Cooking staff,2
5000256,F,Y,Y,2,97157.0,Working,Secondary / secondary special,Married,House / apartment,-16055,-404,1,0,0,0,Sales staff,4
5000257,F,N,N,0,111675.39,Pensioner,Higher education,Widow,With parents,-20172,365243,1,1,0,0,Security staff,2
5000258,F,N,Y,0,71549.27,Commercial associate,Secondary / secondary special,Married,House / apartment,-15586,-823,1,0,1,0,Accountants,2
5000259,M,N,Y,1,57191.62,Working,Secondary / secondary special,Married,Rented apartment,-20560,-1537,1,0,1,1,Private service staff,3
5000260,F,N,N,0,42563.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-17573,-1506,1,1,0,0,Cleaning staff,1
5000261,F,N,N,1,87331.97,Pensioner,Secondary / secondary special,Married,House / apartment,-13941,365243,1,0,0,1,High skill tech staff,3
5000262,M,N,N,0,44277.88,Working,Secondary / secondary special,Married,House / apartment,-11636,-4571,1,1,0,0,Security staff,2
5000263,F,N,Y,0,79199.22,Pensioner,Higher education,Civil marriage,Rented apartment,-15113,365243,1,0,0,0,High skill tech staff,2
5000264,F,Y,Y,0,78085.77,Working,Secondary / secondary special,Civil marriage,Office apartment,-17397,-785,1,0,0,1,Cleaning staff,2
5000265,F,Y,Y,0,124682.46,Commercial associate,Higher education,Civil marriage,House / apartment,-20004,-812,1,0,1,1,Private service staff,2
5000266,F,N,N,2,146326.8,Working,Secondary / secondary special,Married,House / apartment,-16097,-2682,1,0,1,0,High skill tech staff,4
5000267,F,Y,N,0,27000.0,Working,Secondary / secondary special,Married,House / apartment,-15307,-3932,1,1,0,0,Drivers,2
5000268,M,N,Y,0,66121.44,Pensioner,Secondary / secondary special,Civil marriage,With parents,-7902,365243,1,0,1,0,Accountants,2
5000269,M,Y,Y,0,27000.0,Working,Secondary / secondary special,Separated,House / apartment,-18847,-563,1,0,0,0,Laborers,2
5000270,F,N,Y,0,130716.15,Commercial associate,Secondary / secondary special,Separated,House / apartment,-19562,-1491,1,0,0,0,Cleaning staff,2
5000271,F,N,Y,1,72287.46,Commercial associate,Incomplete higher,Single / not married,With parents,-14015,-1717,1,1,0,1,Drivers,2
5000272,F,N,Y,0,130070.61,Commercial associate,Secondary / secondary special,Married,House / apartment,-18254,-1648,1,0,1,1,Security staff,2
5000273,F,N,N,0,83206.46,Commercial associate,Higher education,Married,House / apartment,-14087,-3591,1,0,0,0,Drivers,2
5000274,F,N,N,0,37229.27,Pensioner,Higher education,Married,House / apartment,-14686,365243,1,0,1,0,Security staff,2
5000275,F,Y,N,0,45079.03,State servant,Secondary / secondary special,Married,House / apartment,-15590,-52,1,0,0,0,Core staff,2
5000276,F,Y,N,0,68381.49,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-11857,-5840,1,0,1,0,High skill tech staff,1
5000277,F,Y,Y,1,97223.73,Working,Secondary / secondary special,Married,House / apartment,-22744,-468,1,0,0,0,Core staff,3
5000278,F,N,N,2,75236.32,Commercial associate,Higher education,Married,Municipal apartment,-11592,-210,1,0,0,0,Managers,4
5000279,F,Y,Y,0,79917.7,Commercial associate,Secondary / secondary special,Married,House / apartment,-11181,-988,1,0,1,0,Drivers,2
5000280,F,Y,Y,0,61161.83,Commercial associate,Secondary / secondary special,Married,House / apartment,-18450,-2436,1,0,1,0,Managers,2
5000281,M,N,Y,2,128667.29,Working,Secondary / secondary special,Married,With parents,-16188,-3948,1,1,1,0,Cleaning staff,4
5000282,M,N,Y,0,78671.33,Commercial associate,Secondary / secondary special,Married,House / apartment,-14547,-2587,1,0,0,0,Cleaning staff,2
5000283,M,Y,Y,0,74922.64,Pensioner,Lower secondary,Civil marriage,Co-op apartment,-13550,365243,1,0,0,0,Security staff,2
5000284,F,Y,Y,0,84771.57,Working,Secondary / secondary special,Married,Office apartment,-14644,-2474,1,1,1,0,Managers,2
5000285,M,N,Y,1,59426.69,Working,Higher education,Widow,Rented apartment,-11979,-2383,1,0,0,0,Managers,3
5000286,F,N,N,0,61383.79,State servant,Lower secondary,Separated,Co-op apartment,-23294,-4153,1,0,0,0,Sales staff,2
5000287,F,Y,Y,0,93028.17,Pensioner,Higher education,Single / not married,House / apartment,-11362,365243,1,0,0,0,Private service staff,1
5000288,M,N,Y,1,107813.2,Working,Higher education,Civil marriage,House / apartment,-10843,-152,1,1,1,0,Sales staff,3
5000289,F,N,N,0,113595.59,Working,Secondary / secondary special,Married,House / apartment,-16641,-2133,1,1,1,0,Managers,2
5000290,M,N,N,1,66328.8,State servant,Secondary / secondary special,Single / not married,House / apartment,-23325,-2761,1,1,0,0,Private service staff,2
5000291,M,N,Y,1,77779.99,Pensioner,Higher education,Married,House / apartment,-21814,365243,1,0,1,1,Drivers,3
5000292,F,N,Y,0,54000.74,Commercial associate,Incomplete higher,Separated,House / apartment,-19108,-2456,1,0,1,0,Sales staff,2
5000293,M,N,N,0,108369.75,Pensioner,Secondary / secondary special,Married,House / apartment,-15150,365243,1,0,0,0,Cooking staff,2
5000294,M,Y,Y,0,45596.53,Commercial associate,Higher education,Single / not married,House / apartment,-16063,-2500,1,0,0,0,Core staff,1
5000295,F,Y,Y,2,81721.23,Commercial associate,Secondary / secondary special,Single / not married,Co-op apartment,-7305,-1878,1,1,1,0,Laborers,3
5000296,F,N,Y,1,113492.31,State servant,Secondary / secondary special,Married,House / apartment,-23831,-951,1,0,0,0,Managers,3
5000297,M,N,N,2,77874.56,Working,Higher education,Married,House / apartment,-18485,-6119,1,0,0,1,Core staff,4
5000298,F,N,Y,3,84965.57,Commercial associate,Secondary / secondary special,Married,Municipal apartment,-23740,-276,1,0,0,0,Core staff,5
5000299,M,Y,Y,2,63806.48,Pensioner,Higher education,Civil marriage,House / apartment,-16065,365243,1,0,0,1,Sales staff,4
5000300,M,N,Y,1,28941.83,Working,Higher education,Widow,House / apartment,-17614,-487,1,0,1,0,Medicine staff,3
5000301,F,Y,N,1,52218.81,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-19417,-247,1,0,0,0,Medicine staff,2
5000302,F,N,N,0,74770.44,Working,Secondary / secondary special,Married,With parents,-7305,-584,1,0,1,0,Cooking staff,2
5000303,F,Y,N,3,51816.88,Working,Higher education,Married,House / apartment,-14180,-2278,1,0,1,0,Security staff,5
5000304,F,N,Y,0,93209.54,Working,Secondary / secondary special,Married,Municipal apartment,-16783,-661,1,0,1,0,Drivers,2
5000305,F,N,N,0,35171.39,Working,Secondary / secondary special,Married,House / apartment,-23642,-1129,1,0,1,0,Cooking staff,2
5000306,F,Y,Y,0,27757.29,Commercial associate,Secondary / secondary special,Separated,House / apartment,-20590,-4286,1,0,1,0,Drivers,2
5000307,M,Y,Y,2,103519.99,Working,Higher education,Civil marriage,House / apartment,-18816,-2725,1,0,1,0,Drivers,4
5000308,F,N,N,0,62578.65,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-16180,-10638,1,0,1,1,Sales staff,1
5000309,M,N,N,0,86958.81,Pensioner,Secondary / secondary special,Married,House / apartment,-14824,365243,1,1,0,1,Private service staff,2
5000310,M,Y,N,0,56358.2,Commercial associate,Higher education,Married,House / apartment,-10426,-541,1,0,0,0,Medicine staff,2
5000311,M,Y,N,2,96990.7,Pensioner,Secondary / secondary special,Married,House / apartment,-18864,365243,1,0,0,0,Security staff,4
5000312,M,Y,Y,0,144164.32,Working,Secondary / secondary special,Married,House / apartment,-14320,-703,1,0,1,0,Private service staff,2
5000313,F,N,Y,2,149370.02,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-14325,365243,1,1,1,0,Managers,3
5000314,F,Y,Y,2,52892.63,Pensioner,Lower secondary,Separated,House / apartment,-17249,365243,1,0,1,0,Private service staff,4
5000315,F,Y,Y,2,59221.48,Working,Secondary / secondary special,Married,House / apartment,-13354,-488,1,0,0,0,Accountants,4
5000316,M,N,N,1,79623.97,Pensioner,Secondary / secondary special,Separated,With parents,-20277,365243,1,0,1,0,Laborers,3
5000317,M,N,Y,1,186364.24,State servant,Higher education,Civil marriage,House / apartment,-15357,-525,1,0,1,0,Cleaning staff,3
5000318,M,Y,N,0,41092.74,Pensioner,Secondary / secondary special,Married,With parents,-13095,365243,1,1,0,1,High skill tech staff,2
5000319,M,N,Y,0,41237.99,State servant,Higher education,Married,Municipal apartment,-15623,-357,1,0,0,0,Accountants,2
5000320,F,N,Y,0,112924.3,Working,Secondary / secondary special,Married,House / apartment,-18310,-2385,1,0,1,0,Accountants,2
5000321,F,N,Y,0,52423.83,Working,Secondary / secondary special,Married,Office apartment,-12472,-264,1,1,1,0,Cleaning staff,2
5000322,F,Y,N,0,101679.24,State servant,Incomplete higher,Married,House / apartment,-13648,-1224,1,1,0,0,Cleaning staff,2
5000323,M,N,N,0,54583.85,Working,Secondary / secondary special,Married,With parents,-18226,-4264,1,0,1,0,Cooking staff,2
5000324,F,Y,N,0,87215.83,Commercial associate,Lower secondary,Married,House / apartment,-18655,-181,1,1,1,0,Laborers,2
5000325,F,Y,N,2,56670.58,Working,Secondary / secondary special,Single / not married,House / apartment,-10367,-1206,1,0,0,0,Accountants,3
5000326,F,Y,N,1,44252.05,Working,Secondary / secondary special,Married,House / apartment,-16393,-11531,1,0,0,0,Security staff,3
5000327,F,N,N,1,78680.7,Working,Secondary / secondary special,Married,House / apartment,-19811,-3868,1,0,0,0,Core staff,3
5000328,M,N,Y,0,39884.11,Working,Secondary / secondary special,Married,House / apartment,-7305,-279,1,1,0,0,Cooking staff,2
5000329,M,N,Y,0,91871.98,Commercial associate,Secondary / secondary special,Single / not married,With parents,-19537,-37,1,0,1,1,Drivers,1
5000330,M,Y,Y,0,65046.76,Working,Secondary / secondary special,Civil marriage,House / apartment,-22675,-792,1,0,0,0,Core staff,2
5000331,F,N,N,0,37030.25,Working,Higher education,Married,House / apartment,-16637,-4742,1,0,1,0,Cleaning staff,2
5000332,M,N,N,1,84962.71,Pensioner,Secondary / secondary special,Married,Rented apartment,-11620,365243,1,0,1,0,Private service staff,3
5000333,M,Y,N,0,84072.72,Commercial associate,Secondary / secondary special,Married,House / apartment,-16137,-630,1,0,0,0,Core staff,2
5000334,M,N,Y,0,27000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-15205,-4539,1,0,1,1,Private service staff,1
5000335,M,Y,Y,0,71292.52,Commercial associate,Secondary / secondary special,Married,With parents,-9135,-1511,1,0,1,0,Security staff,2
5000336,F,N,Y,0,73493.2,Working,Secondary / secondary special,Married,House / apartment,-7305,-274,1,0,0,0,Core staff,2
5000337,F,Y,Y,2,76598.86,Working,Secondary / secondary special,Married,Office apartment,-11063,-1478,1,0,0,0,Core staff,4
5000338,F,N,Y,2,29454.95,Working,Secondary / secondary special,Married,Rented apartment,-7305,-545,1,0,1,0,Cleaning staff,4
5000339,M,N,Y,0,87277.89,Working,Secondary / secondary special,Married,House / apartment,-13028,-198,1,0,0,0,Core staff,2
5000340,F,N,N,0,94514.93,Commercial associate,Lower secondary,Married,House / apartment,-11770,-3261,1,1,1,0,Cleaning staff,2
5000341,F,Y,Y,4,45752.65,Commercial associate,Lower secondary,Single / not married,House / apartment,-12281,-1910,1,1,0,0,High skill tech staff,5
5000342,M,N,N,2,36331.09,Working,Higher education,Married,House / apartment,-13234,-9920,1,0,0,0,Managers,4
5000343,M,Y,N,0,44815.19,Working,Secondary / secondary special,Single / not married,House / apartment,-17033,-1052,1,0,0,0,Managers,1
5000344,M,N,Y,0,77994.23,Working,Higher education,Married,Rented apartment,-14796,-1505,1,0,1,0,Core staff,2
5000345,F,N,Y,0,39383.12,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-8443,365243,1,0,0,0,Accountants,1
5000346,F,Y,N,1,37167.64,State servant,Secondary / secondary special,Married,House / apartment,-15518,-3876,1,0,1,0,Medicine staff,3
5000347,M,Y,N,0,208926.0,Pensioner,Higher education,Single / not married,House / apartment,-21024,365243,1,0,0,0,Sales staff,1
5000348,M,N,Y,0,72936.53,Commercial associate,Secondary / secondary special,Separated,Office apartment,-19519,-649,1,0,0,0,Accountants,2
5000349,F,N,Y,2,62592.74,State servant,Secondary / secondary special,Separated,House / apartment,-15519,-5068,1,1,0,1,Medicine staff,4
